entity_id;domain;device;friendly_name;state;unit;device_class;state_class;area;integration;last_changed
update.home_assistant_supervisor_update;update;Home Assistant Supervisor;Home Assistant Supervisor Update;off;;;;None;Home Assistant;2026-07-24 06:28:40.075819+00:00
update.home_assistant_core_update;update;Home Assistant Core;Home Assistant Core Update;off;;;;None;Home Assistant;2026-07-24 06:28:40.075908+00:00
update.home_assistant_operating_system_update;update;Home Assistant Operating System;Home Assistant Operating System Update;off;;;;None;Home Assistant;2026-07-24 06:28:40.075970+00:00
update.matter_server_update;update;Matter Server;Matter Server Update;off;;;;None;Official apps;2026-07-24 06:28:40.076040+00:00
update.terminal_ssh_update;update;Terminal & SSH;Terminal & SSH Update;off;;;;None;Official apps;2026-07-24 06:28:40.076087+00:00
update.file_editor_update;update;File editor;File editor Update;off;;;;None;Official apps;2026-07-24 06:28:40.076129+00:00
update.tailscale_update;update;Tailscale;Tailscale Update;off;;;;None;Home Assistant Community Apps;2026-07-24 06:28:40.076168+00:00
conversation.home_assistant;conversation;None;Home Assistant;2026-07-21T12:06:39.990379+00:00;;;;None;None;2026-07-24 06:28:40.121792+00:00
event.backup_automatic_backup;event;Backup;Backup Automatic backup;2026-07-23T03:17:12.138+00:00;;;;None;Home Assistant;2026-07-24 06:28:40.152506+00:00
sensor.backup_backup_manager_state;sensor;Backup;Backup Backup Manager state;idle;;enum;;None;Home Assistant;2026-07-24 06:28:40.152688+00:00
sensor.backup_next_scheduled_automatic_backup;sensor;Backup;Backup Next scheduled automatic backup;2026-07-25T03:41:12+00:00;;timestamp;;None;Home Assistant;2026-07-24 06:28:40.152757+00:00
sensor.backup_last_successful_automatic_backup;sensor;Backup;Backup Last successful automatic backup;2026-07-23T03:17:12+00:00;;timestamp;;None;Home Assistant;2026-07-24 06:28:40.152810+00:00
sensor.backup_last_attempted_automatic_backup;sensor;Backup;Backup Last attempted automatic backup;2026-07-23T03:17:11+00:00;;timestamp;;None;Home Assistant;2026-07-24 06:28:40.152858+00:00
zone.home;zone;None;Santuario;1;;;;None;None;2026-07-24 06:28:40.258073+00:00
script.export_entities_csv;script;None;Export entités CSV complet;on;;;;None;None;2026-07-24 08:03:03.269139+00:00
person.ha_admin;person;None;Santuario;home;;;;None;None;2026-07-24 06:28:40.258033+00:00
automation.export_entites_quotidien;automation;None;Export entités quotidien;on;;;;None;None;2026-07-24 06:28:40.986552+00:00
sun.sun;sun;None;Sun;above_horizon;;;;None;None;2026-07-24 06:28:41.176990+00:00
sensor.sun_next_dawn;sensor;Sun;Sun Next dawn;2026-07-25T03:35:19+00:00;;timestamp;;None;None;2026-07-24 06:28:41.177255+00:00
sensor.sun_next_dusk;sensor;Sun;Sun Next dusk;2026-07-24T19:35:24+00:00;;timestamp;;None;None;2026-07-24 06:28:41.177316+00:00
sensor.sun_next_midnight;sensor;Sun;Sun Next midnight;2026-07-24T23:35:11+00:00;;timestamp;;None;None;2026-07-24 06:28:41.177362+00:00
sensor.sun_next_noon;sensor;Sun;Sun Next noon;2026-07-24T11:35:09+00:00;;timestamp;;None;None;2026-07-24 06:28:41.177407+00:00
sensor.sun_next_rising;sensor;Sun;Sun Next rising;2026-07-25T04:09:45+00:00;;timestamp;;None;None;2026-07-24 06:28:41.177447+00:00
sensor.sun_next_setting;sensor;Sun;Sun Next setting;2026-07-24T19:00:59+00:00;;timestamp;;None;None;2026-07-24 06:28:41.177485+00:00
sensor.local_ip;sensor;None;Local IP;192.168.1.10;;;;None;None;2026-07-24 06:28:41.200343+00:00
notify.file;notify;None;Notify_entities_export;2026-07-23T21:30:00.471756+00:00;;;;None;None;2026-07-24 06:28:41.200867+00:00
tts.google_translate_en_com;tts;Google Translate en com;Google Translate en com;unknown;;;;None;Google;2026-07-24 06:28:41.203774+00:00
todo.shopping_list;todo;None;Shopping List;0;;;;None;None;2026-07-24 06:28:41.205426+00:00
binary_sensor.iphone_13_pro_max_tf_kiosk_mode;binary_sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF Kiosk Mode;off;;;;None;Apple;2026-07-24 06:28:41.212213+00:00
device_tracker.iphone_13_pro_max_tf;device_tracker;iPhone 13 Pro max TF;iPhone 13 Pro max TF;unknown;;;;None;Apple;2026-07-24 06:28:41.212344+00:00
notify.iphone_13_pro_max_tf;notify;iPhone 13 Pro max TF;iPhone 13 Pro max TF;unknown;;;;None;Apple;2026-07-24 06:28:41.212449+00:00
sensor.iphone_13_pro_max_tf_battery_level;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF Battery Level;90;%;battery;;None;Apple;2026-07-24 06:28:41.212631+00:00
sensor.iphone_13_pro_max_tf_sim_1;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF SIM 1;unavailable;;;;None;Apple;2026-07-24 06:28:41.212707+00:00
sensor.iphone_13_pro_max_tf_sim_2;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF SIM 2;unavailable;;;;None;Apple;2026-07-24 06:28:41.212756+00:00
sensor.iphone_13_pro_max_tf_geocoded_location;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF Geocoded Location;Unknown;;;;None;Apple;2026-07-24 06:28:41.212804+00:00
sensor.iphone_13_pro_max_tf_battery_state;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF Battery State;Not Charging;;;;None;Apple;2026-07-24 06:28:41.212848+00:00
sensor.iphone_13_pro_max_tf_last_update_trigger;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF Last Update Trigger;unavailable;;;;None;Apple;2026-07-24 06:28:41.212892+00:00
sensor.iphone_13_pro_max_tf_storage;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF Storage;unavailable;% available;;;None;Apple;2026-07-24 06:28:41.212934+00:00
sensor.iphone_13_pro_max_tf_ssid;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF SSID;unavailable;;;;None;Apple;2026-07-24 06:28:41.212975+00:00
sensor.iphone_13_pro_max_tf_app_version;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF App Version;2026.7.1;;;;None;Apple;2026-07-24 06:28:41.213015+00:00
sensor.iphone_13_pro_max_tf_bssid;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF BSSID;unavailable;;;;None;Apple;2026-07-24 06:28:41.213057+00:00
sensor.iphone_13_pro_max_tf_location_permission;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF Location permission;Authorized when in use;;;;None;Apple;2026-07-24 06:28:41.213096+00:00
sensor.iphone_13_pro_max_tf_audio_output;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF Audio Output;unavailable;;;;None;Apple;2026-07-24 06:28:41.213248+00:00
sensor.iphone_13_pro_max_tf_connection_type;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF Connection Type;unavailable;;;;None;Apple;2026-07-24 06:28:41.213289+00:00
sensor.iphone_13_pro_max_tf_kiosk_volume;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF Kiosk Volume;unavailable;;;;None;Apple;2026-07-24 06:28:41.213331+00:00
sensor.iphone_13_pro_max_tf_kiosk_brightness;sensor;iPhone 13 Pro max TF;iPhone 13 Pro max TF Kiosk Brightness;unavailable;;;;None;Apple;2026-07-24 06:28:41.213372+00:00
binary_sensor.ipad_thiery_kiosk_mode;binary_sensor;iPad-Thiery;iPad-Thiery Kiosk Mode;off;;;;None;Apple;2026-07-24 06:28:41.213521+00:00
device_tracker.ipad_thiery;device_tracker;iPad-Thiery;iPad-Thiery;home;;;;None;Apple;2026-07-24 06:28:41.213661+00:00
notify.ipad_thiery;notify;iPad-Thiery;iPad-Thiery;unknown;;;;None;Apple;2026-07-24 06:28:41.213743+00:00
sensor.ipad_thiery_battery_level;sensor;iPad-Thiery;iPad-Thiery Battery Level;100;%;battery;;None;Apple;2026-07-24 06:28:41.213870+00:00
sensor.ipad_thiery_sim_1;sensor;iPad-Thiery;iPad-Thiery SIM 1;unavailable;;;;None;Apple;2026-07-24 06:28:41.213931+00:00
sensor.ipad_thiery_geocoded_location;sensor;iPad-Thiery;iPad-Thiery Geocoded Location;unavailable;;;;None;Apple;2026-07-24 06:28:41.213972+00:00
sensor.ipad_thiery_last_update_trigger;sensor;iPad-Thiery;iPad-Thiery Last Update Trigger;unavailable;;;;None;Apple;2026-07-24 06:28:41.214011+00:00
sensor.ipad_thiery_app_version;sensor;iPad-Thiery;iPad-Thiery App Version;2026.7.1;;;;None;Apple;2026-07-24 06:28:41.214056+00:00
sensor.ipad_thiery_location_permission;sensor;iPad-Thiery;iPad-Thiery Location permission;Authorized Always;;;;None;Apple;2026-07-24 06:28:41.214099+00:00
sensor.ipad_thiery_audio_output;sensor;iPad-Thiery;iPad-Thiery Audio Output;unavailable;;;;None;Apple;2026-07-24 06:28:41.214138+00:00
sensor.ipad_thiery_kiosk_brightness;sensor;iPad-Thiery;iPad-Thiery Kiosk Brightness;unavailable;;;;None;Apple;2026-07-24 06:28:41.214175+00:00
sensor.ipad_thiery_kiosk_volume;sensor;iPad-Thiery;iPad-Thiery Kiosk Volume;unavailable;;;;None;Apple;2026-07-24 06:28:41.214213+00:00
sensor.ipad_thiery_bssid;sensor;iPad-Thiery;iPad-Thiery BSSID;unavailable;;;;None;Apple;2026-07-24 06:28:41.214251+00:00
sensor.ipad_thiery_battery_state;sensor;iPad-Thiery;iPad-Thiery Battery State;Full;;;;None;Apple;2026-07-24 06:28:41.214294+00:00
sensor.ipad_thiery_storage;sensor;iPad-Thiery;iPad-Thiery Storage;unavailable;% available;;;None;Apple;2026-07-24 06:28:41.214332+00:00
sensor.ipad_thiery_ssid;sensor;iPad-Thiery;iPad-Thiery SSID;unavailable;;;;None;Apple;2026-07-24 06:28:41.214403+00:00
sensor.ipad_thiery_connection_type;sensor;iPad-Thiery;iPad-Thiery Connection Type;unavailable;;;;None;Apple;2026-07-24 06:28:41.214441+00:00
update.solarman_update;update;Solarman;Solarman Update;off;;;;None;davidrapan;2026-07-24 06:28:41.216784+00:00
update.custom_brand_icons_update;update;Custom brand icons;Custom brand icons Update;off;;;;None;elax46;2026-07-24 06:28:41.216972+00:00
update.venus_os_dashboard_update;update;Venus OS Dashboard;Venus OS Dashboard Update;off;;;;None;skydarc;2026-07-24 06:28:41.217021+00:00
update.hacs_update;update;HACS;HACS Update;off;;;;Tasmota;hacs.xyz;2026-07-24 06:28:41.217068+00:00
weather.forecast_home;weather;Forecast;Météo;sunny;;;;Extérieur;Met.no;2026-07-24 06:28:41.332462+00:00
sensor.openweathermap_weather;sensor;OpenWeatherMap;OpenWeatherMap Weather;clear sky;;;;Extérieur;OpenWeather;2026-07-24 06:38:41.304993+00:00
sensor.openweathermap_dew_point_temperature;sensor;OpenWeatherMap;OpenWeatherMap Dew point temperature;unknown;°C;temperature;measurement;Extérieur;OpenWeather;2026-07-24 06:28:41.376837+00:00
sensor.openweathermap_temperature;sensor;OpenWeatherMap;OpenWeatherMap Temperature;28.05;°C;temperature;measurement;Extérieur;OpenWeather;2026-07-24 07:58:42.314766+00:00
sensor.openweathermap_apparent_temperature;sensor;OpenWeatherMap;OpenWeatherMap Apparent temperature;27.45;°C;temperature;measurement;Extérieur;OpenWeather;2026-07-24 07:58:42.314931+00:00
sensor.openweathermap_wind_speed;sensor;OpenWeatherMap;OpenWeatherMap Wind speed;8.892;km/h;wind_speed;measurement;Extérieur;OpenWeather;2026-07-24 07:38:41.558638+00:00
sensor.openweathermap_wind_gust_speed;sensor;OpenWeatherMap;OpenWeatherMap Wind gust speed;7.056;km/h;wind_speed;measurement;Extérieur;OpenWeather;2026-07-24 07:38:41.558740+00:00
sensor.openweathermap_wind_direction;sensor;OpenWeatherMap;OpenWeatherMap Wind direction;102;°;wind_direction;measurement_angle;Extérieur;OpenWeather;2026-07-24 07:38:41.558812+00:00
sensor.openweathermap_humidity;sensor;OpenWeatherMap;OpenWeatherMap Humidity;36;%;humidity;measurement;Extérieur;OpenWeather;2026-07-24 07:48:42.225383+00:00
sensor.openweathermap_pressure;sensor;OpenWeatherMap;OpenWeatherMap Pressure;1014;hPa;pressure;measurement;Extérieur;OpenWeather;2026-07-24 06:38:41.305606+00:00
sensor.openweathermap_cloud_coverage;sensor;OpenWeatherMap;OpenWeatherMap Cloud coverage;0;%;;measurement;Extérieur;OpenWeather;2026-07-24 06:38:41.305653+00:00
sensor.openweathermap_rain_intensity;sensor;OpenWeatherMap;OpenWeatherMap Rain intensity;0;mm/h;precipitation_intensity;measurement;Extérieur;OpenWeather;2026-07-24 06:28:41.377481+00:00
sensor.openweathermap_snow_intensity;sensor;OpenWeatherMap;OpenWeatherMap Snow intensity;0;mm/h;precipitation_intensity;measurement;Extérieur;OpenWeather;2026-07-24 06:28:41.377543+00:00
sensor.openweathermap_precipitation_kind;sensor;OpenWeatherMap;OpenWeatherMap Precipitation kind;None;;;;Extérieur;OpenWeather;2026-07-24 06:28:41.377605+00:00
sensor.openweathermap_uv_index;sensor;OpenWeatherMap;OpenWeatherMap UV index;unknown;UV index;;measurement;Extérieur;OpenWeather;2026-07-24 06:28:41.377663+00:00
sensor.openweathermap_visibility;sensor;OpenWeatherMap;OpenWeatherMap Visibility;10000;m;distance;measurement;Extérieur;OpenWeather;2026-07-24 06:28:41.377726+00:00
sensor.openweathermap_condition;sensor;OpenWeatherMap;OpenWeatherMap Condition;sunny;;;;Extérieur;OpenWeather;2026-07-24 06:38:41.305867+00:00
sensor.openweathermap_weather_code;sensor;OpenWeatherMap;OpenWeatherMap Weather code;800;;;;Extérieur;OpenWeather;2026-07-24 06:38:41.305925+00:00
weather.openweathermap;weather;OpenWeatherMap;OpenWeatherMap;sunny;;;;Extérieur;OpenWeather;2026-07-24 06:38:41.306336+00:00
media_player.era_300_era_300;media_player;Era 300;Era 300;paused;;speaker;;Era 300;Sonos;2026-07-24 06:28:41.378782+00:00
binary_sensor.era_300_era_300_microphone;binary_sensor;Era 300;Era 300 Microphone;off;;;;Era 300;Sonos;2026-07-24 06:28:41.425412+00:00
number.era_300_era_300_bass;number;Era 300;Era 300 Bass;0;;;;Era 300;Sonos;2026-07-24 06:28:41.428107+00:00
number.era_300_era_300_balance;number;Era 300;Era 300 Balance;0;;;;Era 300;Sonos;2026-07-24 06:28:41.428221+00:00
number.era_300_era_300_treble;number;Era 300;Era 300 Treble;0;;;;Era 300;Sonos;2026-07-24 06:28:41.428303+00:00
binary_sensor.chauffe_eau_power;binary_sensor;Chauffe-eau;Chauffe-eau Power;on;;power;;Pompe à chaleur;LGE;2026-07-24 06:28:41.440726+00:00
number.chauffe_eau_temperature;number;Chauffe-eau;Chauffe-eau Temperature;60;°C;;;Pompe à chaleur;LGE;2026-07-24 06:28:41.441223+00:00
select.chauffe_eau_operating_mode;select;Chauffe-eau;Chauffe-eau Operating mode;heat_pump;;;;Pompe à chaleur;LGE;2026-07-24 06:28:41.441425+00:00
sensor.chauffe_eau_current_temperature;sensor;Chauffe-eau;Chauffe-eau Current temperature;52;°C;;measurement;Pompe à chaleur;LGE;2026-07-24 07:53:18.226912+00:00
water_heater.chauffe_eau;water_heater;Chauffe-eau;Chauffe-eau;heat_pump;;;;Pompe à chaleur;LGE;2026-07-24 06:28:41.442014+00:00
sensor.victron_remote_monitoring_estimated_energy_production_yesterday;sensor;Victron Remote Monitoring;Victron Remote Monitoring Estimated energy production - Yesterday;unknown;kWh;energy;total;Pompe à chaleur;Victron Energy;2026-07-24 06:28:41.445160+00:00
sensor.victron_remote_monitoring_estimated_energy_production_today;sensor;Victron Remote Monitoring;Victron Remote Monitoring Estimated energy production - Today;unknown;kWh;energy;total;Pompe à chaleur;Victron Energy;2026-07-24 06:28:41.445258+00:00
sensor.victron_remote_monitoring_estimated_energy_production_today_remaining;sensor;Victron Remote Monitoring;Victron Remote Monitoring Estimated energy production - Today remaining;unknown;kWh;energy;total;Pompe à chaleur;Victron Energy;2026-07-24 06:28:41.445334+00:00
sensor.victron_remote_monitoring_estimated_energy_production_tomorrow;sensor;Victron Remote Monitoring;Victron Remote Monitoring Estimated energy production - Tomorrow;unknown;kWh;energy;total;Pompe à chaleur;Victron Energy;2026-07-24 06:28:41.445403+00:00
sensor.victron_remote_monitoring_highest_peak_time_yesterday;sensor;Victron Remote Monitoring;Victron Remote Monitoring Highest peak time - Yesterday;unknown;;timestamp;;Pompe à chaleur;Victron Energy;2026-07-24 06:28:41.445472+00:00
sensor.victron_remote_monitoring_highest_peak_time_today;sensor;Victron Remote Monitoring;Victron Remote Monitoring Highest peak time - Today;unknown;;timestamp;;Pompe à chaleur;Victron Energy;2026-07-24 06:28:41.445543+00:00
sensor.victron_remote_monitoring_highest_peak_time_tomorrow;sensor;Victron Remote Monitoring;Victron Remote Monitoring Highest peak time - Tomorrow;unknown;;timestamp;;Pompe à chaleur;Victron Energy;2026-07-24 06:28:41.445605+00:00
sensor.victron_remote_monitoring_estimated_energy_production_current_hour;sensor;Victron Remote Monitoring;Victron Remote Monitoring Estimated energy production - Current hour;unknown;kWh;energy;total;Pompe à chaleur;Victron Energy;2026-07-24 06:28:41.445666+00:00
sensor.victron_remote_monitoring_estimated_energy_production_next_hour;sensor;Victron Remote Monitoring;Victron Remote Monitoring Estimated energy production - Next hour;unknown;kWh;energy;total;Pompe à chaleur;Victron Energy;2026-07-24 06:28:41.445725+00:00
sensor.victron_remote_monitoring_estimated_energy_consumption_yesterday;sensor;Victron Remote Monitoring;Victron Remote Monitoring Estimated energy consumption - Yesterday;15.9986088044738;kWh;energy;total;Pompe à chaleur;Victron Energy;2026-07-24 06:28:41.445837+00:00
sensor.victron_remote_monitoring_estimated_energy_consumption_today;sensor;Victron Remote Monitoring;Victron Remote Monitoring Estimated energy consumption - Today;15.9144127908537;kWh;energy;total;Pompe à chaleur;Victron Energy;2026-07-24 07:28:41.569373+00:00
sensor.victron_remote_monitoring_estimated_energy_consumption_today_remaining;sensor;Victron Remote Monitoring;Victron Remote Monitoring Estimated energy consumption - Today remaining;12.2557048054859;kWh;energy;total;Pompe à chaleur;Victron Energy;2026-07-24 07:28:41.569969+00:00
sensor.victron_remote_monitoring_estimated_energy_consumption_tomorrow;sensor;Victron Remote Monitoring;Victron Remote Monitoring Estimated energy consumption - Tomorrow;16.1413989502676;kWh;energy;total;Pompe à chaleur;Victron Energy;2026-07-24 07:28:41.570080+00:00
sensor.victron_remote_monitoring_highest_consumption_peak_time_yesterday;sensor;Victron Remote Monitoring;Victron Remote Monitoring Highest consumption peak time - Yesterday;2026-07-23T14:00:00+00:00;;timestamp;;Pompe à chaleur;Victron Energy;2026-07-24 06:28:41.446588+00:00
sensor.victron_remote_monitoring_highest_consumption_peak_time_today;sensor;Victron Remote Monitoring;Victron Remote Monitoring Highest consumption peak time - Today;2026-07-24T08:00:00+00:00;;timestamp;;Pompe à chaleur;Victron Energy;2026-07-24 06:28:41.446706+00:00
sensor.victron_remote_monitoring_highest_consumption_peak_time_tomorrow;sensor;Victron Remote Monitoring;Victron Remote Monitoring Highest consumption peak time - Tomorrow;2026-07-25T07:00:00+00:00;;timestamp;;Pompe à chaleur;Victron Energy;2026-07-24 06:28:41.446811+00:00
sensor.victron_remote_monitoring_estimated_energy_consumption_current_hour;sensor;Victron Remote Monitoring;Victron Remote Monitoring Estimated energy consumption - Current hour;0.739946569866967;kWh;energy;total;Pompe à chaleur;Victron Energy;2026-07-24 07:28:41.570546+00:00
sensor.victron_remote_monitoring_estimated_energy_consumption_next_hour;sensor;Victron Remote Monitoring;Victron Remote Monitoring Estimated energy consumption - Next hour;1.27886006016238;kWh;energy;total;Pompe à chaleur;Victron Energy;2026-07-24 07:28:41.570974+00:00
switch.era_300_era_300_crossfade;switch;Era 300;Era 300 Crossfade;off;;;;Era 300;Sonos;2026-07-24 06:28:41.452863+00:00
switch.era_300_era_300_loudness;switch;Era 300;Era 300 Loudness;on;;;;Era 300;Sonos;2026-07-24 06:28:41.452935+00:00
switch.era_300_era_300_tv_autoplay;switch;Era 300;Era 300 TV autoplay;off;;;;Era 300;Sonos;2026-07-24 06:28:41.453034+00:00
switch.era_300_era_300_ungroup_on_autoplay;switch;Era 300;Era 300 Ungroup on autoplay;on;;;;Era 300;Sonos;2026-07-24 06:28:41.453100+00:00
sensor.gx_device_pv_on_output_phases;sensor;GX Device;GX Device PV on output phases;1;phases;;;Victron;Victron Energy;2026-07-24 06:28:42.341506+00:00
sensor.gx_device_pv_on_output_current_l1;sensor;GX Device;GX Device PV on output current L1;10.1;A;current;measurement;Victron;Victron Energy;2026-07-24 08:02:42.891457+00:00
sensor.gx_device_dynamic_ess_reactive_strategy;sensor;GX Device;GX Device Dynamic ESS reactive strategy;dess_disabled;;enum;;Victron;Victron Energy;2026-07-24 06:28:42.341928+00:00
sensor.gx_device_consumption_phases;sensor;GX Device;GX Device Consumption phases;1;phases;;;Victron;Victron Energy;2026-07-24 06:28:42.342050+00:00
sensor.gx_device_dc_battery_current;sensor;GX Device;GX Device DC battery current;49.3;A;current;measurement;Victron;Victron Energy;2026-07-24 08:02:42.891619+00:00
sensor.gx_device_dc_battery_charge;sensor;GX Device;GX Device DC battery charge;94.3;%;battery;measurement;Victron;Victron Energy;2026-07-24 08:02:42.891688+00:00
sensor.gx_device_dynamic_ess_error;sensor;GX Device;GX Device Dynamic ESS error;no_error;;enum;;Victron;Victron Energy;2026-07-24 06:28:42.342829+00:00
sensor.gx_device_grid_current_l1;sensor;GX Device;GX Device Grid current L1;0.1;A;current;measurement;Victron;Victron Energy;2026-07-24 06:28:42.342963+00:00
sensor.gx_device_dc_battery_state;sensor;GX Device;GX Device DC battery state;charging;;enum;;Victron;Victron Energy;2026-07-24 06:28:42.343077+00:00
sensor.gx_device_dc_battery_power;sensor;GX Device;GX Device DC battery power;2661.7;W;power;measurement;Victron;Victron Energy;2026-07-24 08:02:42.891881+00:00
sensor.gx_device_grid_phases;sensor;GX Device;GX Device Grid phases;1;phases;;;Victron;Victron Energy;2026-07-24 06:28:42.343310+00:00
sensor.gx_device_grid_power_l1;sensor;GX Device;GX Device Grid power L1;0.0;W;power;measurement;Victron;Victron Energy;2026-07-24 06:28:42.343425+00:00
binary_sensor.gx_device_dynamic_ess_available;binary_sensor;GX Device;GX Device Dynamic ESS available;off;;;;Victron;Victron Energy;2026-07-24 06:28:42.343564+00:00
sensor.gx_device_system_state;sensor;GX Device;GX Device System state;inverting;;enum;;Victron;Victron Energy;2026-07-24 06:28:42.343696+00:00
sensor.gx_device_pv_current;sensor;GX Device;GX Device PV current;34.6;A;current;measurement;Victron;Victron Energy;2026-07-24 08:02:42.892118+00:00
sensor.gx_device_dynamic_ess_target_soc;sensor;GX Device;GX Device Dynamic ESS target SoC;0.0;%;battery;measurement;Victron;Victron Energy;2026-07-24 06:28:42.343930+00:00
sensor.gx_device_dynamic_ess_number_of_schedules;sensor;GX Device;GX Device Dynamic ESS number of schedules;48;schedules;;;Victron;Victron Energy;2026-07-24 06:28:42.344040+00:00
sensor.gx_device_consumption_current_l1;sensor;GX Device;GX Device Consumption current L1;6.0;A;current;measurement;Victron;Victron Energy;2026-07-24 08:02:42.892253+00:00
sensor.gx_device_critical_loads_on_l1;sensor;GX Device;GX Device Critical loads on L1;1575.6;W;power;measurement;Victron;Victron Energy;2026-07-24 08:02:42.892311+00:00
binary_sensor.gx_device_dynamic_ess_active;binary_sensor;GX Device;GX Device Dynamic ESS active;off;;;;Victron;Victron Energy;2026-07-24 06:28:42.344364+00:00
sensor.gx_device_consumption_on_output_phases;sensor;GX Device;GX Device Consumption on output phases;1;phases;;;Victron;Victron Energy;2026-07-24 06:28:42.344462+00:00
sensor.gx_device_dc_consumption;sensor;GX Device;GX Device DC consumption;-125.5;W;power;measurement;Victron;Victron Energy;2026-07-24 08:02:42.892424+00:00
sensor.gx_device_consumption_power_l1;sensor;GX Device;GX Device Consumption power L1;1575.6;W;power;measurement;Victron;Victron Energy;2026-07-24 08:02:42.892485+00:00
sensor.gx_device_ac_active_input_source;sensor;GX Device;GX Device AC active input source;not_connected;;enum;;Victron;Victron Energy;2026-07-24 06:28:42.344773+00:00
sensor.gx_device_pv_on_output_power_l1;sensor;GX Device;GX Device PV on output power L1;2299.6;W;power;measurement;Victron;Victron Energy;2026-07-24 08:02:42.892576+00:00
sensor.gx_device_dc_battery_voltage;sensor;GX Device;GX Device DC battery voltage;53.99;V;voltage;measurement;Victron;Victron Energy;2026-07-24 08:02:20.090308+00:00
sensor.gx_device_pv_power;sensor;GX Device;GX Device PV power;1876.4;W;power;measurement;Victron;Victron Energy;2026-07-24 08:02:42.892724+00:00
time.gx_device_ess_batterylife_schedule_charge_1_start;time;GX Device;GX Device ESS BatteryLife schedule charge 1 start;00:00:00;;;;Victron;Victron Energy;2026-07-24 06:28:42.345215+00:00
number.gx_device_ess_batterylife_schedule_charge_3_duration;number;GX Device;GX Device ESS BatteryLife schedule charge 3 duration;0.0;min;duration;;Victron;Victron Energy;2026-07-24 06:28:42.345376+00:00
time.gx_device_ess_batterylife_schedule_charge_3_start;time;GX Device;GX Device ESS BatteryLife schedule charge 3 start;00:00:00;;;;Victron;Victron Energy;2026-07-24 06:28:42.345700+00:00
number.gx_device_ess_batterylife_schedule_charge_0_soc;number;GX Device;GX Device ESS BatteryLife schedule charge 0 SoC;100;%;battery;;Victron;Victron Energy;2026-07-24 06:28:42.345813+00:00
sensor.gx_device_relay_0_custom_name;sensor;GX Device;GX Device Relay 0 custom name;;;;;Victron;Victron Energy;2026-07-24 06:28:42.345910+00:00
number.gx_device_ess_batterylife_schedule_charge_1_soc;number;GX Device;GX Device ESS BatteryLife schedule charge 1 SoC;100;%;battery;;Victron;Victron Energy;2026-07-24 06:28:42.346299+00:00
number.gx_device_ess_max_charge_voltage;number;GX Device;GX Device ESS max charge voltage;0.0;V;voltage;;Victron;Victron Energy;2026-07-24 06:28:42.346439+00:00
select.gx_device_ess_batterylife_schedule_charge_0_days;select;GX Device;GX Device ESS BatteryLife schedule charge 0 days;disabled_every_day;;;;Victron;Victron Energy;2026-07-24 06:28:42.346598+00:00
switch.gx_device_ac_coupled_pv_feed_in_excess;switch;GX Device;GX Device AC-coupled PV - feed in excess;on;;;;Victron;Victron Energy;2026-07-24 06:28:42.346735+00:00
select.gx_device_ess_batterylife_schedule_charge_2_days;select;GX Device;GX Device ESS BatteryLife schedule charge 2 days;disabled_every_day;;;;Victron;Victron Energy;2026-07-24 06:28:42.346837+00:00
switch.gx_device_dc_coupled_pv_feed_in_excess;switch;GX Device;GX Device DC-coupled PV - feed in excess;off;;;;Victron;Victron Energy;2026-07-24 06:28:42.346926+00:00
number.gx_device_ess_max_feed_in_power;number;GX Device;GX Device ESS max feed-in power;0;W;power;;Victron;Victron Energy;2026-07-24 06:28:42.347024+00:00
number.gx_device_ess_batterylife_schedule_charge_4_duration;number;GX Device;GX Device ESS BatteryLife schedule charge 4 duration;0.0;min;duration;;Victron;Victron Energy;2026-07-24 06:28:42.347129+00:00
number.gx_device_ess_max_charge_power_limit;number;GX Device;GX Device ESS max charge power limit;-1;W;power;;Victron;Victron Energy;2026-07-24 06:28:42.347224+00:00
time.gx_device_ess_batterylife_schedule_charge_2_start;time;GX Device;GX Device ESS BatteryLife schedule charge 2 start;00:00:00;;;;Victron;Victron Energy;2026-07-24 06:28:42.347313+00:00
number.gx_device_ess_batterylife_schedule_charge_1_duration;number;GX Device;GX Device ESS BatteryLife schedule charge 1 duration;0.0;min;duration;;Victron;Victron Energy;2026-07-24 06:28:42.347408+00:00
number.gx_device_ess_batterylife_schedule_charge_0_duration;number;GX Device;GX Device ESS BatteryLife schedule charge 0 duration;540.0;min;duration;;Victron;Victron Energy;2026-07-24 06:28:42.347499+00:00
